0	25790.5833902118
1	12308.11132894
2	19306.2445481318
3	47591.6279046319
4	75075.5025927181
5	75776.6618923213
6	80047.3060263774
7	79287.9217572615
8	62573.9015180757
9	57052.0693608669
10	72107.0218016045
11	80776.0462633736
12	80532.9149538857
13	97673.6983236096
14	98596.7036929372
15	86734.192473848
16	90721.0549110651
17	102583.566130154
18	101645.654462449
19	101645.654462449
20	108000
21	108000
22	108000
23	108000
