9617.975	8150.22863199938
9628.517	8826.34624691017
9652.756	9175.42838423295
9600.859	10437.745258212
9496.766	13582.3153039495
8875.656	15847.9960600747
8331.65599999	15065.4090080798
8280.96899999	15113.9418897926
8227.92399999	11141.1093460486
8203.37799999	4516.97781833797
8203.91499999	1441.93291101831
8351.319	1305.54519071479
8307.78999999	3591.25122180392
8264.712	2647.45655923282
8253.226	2779.67900094088
8271.73	7059.65513954635
8405.14	7746.92424096877
8777.40499999	9770.79816742264
10059.241	15645.6518812019
10317.968	18000
10307.492	15722.3620719414
10518.92199999	11992.3230093608
10565.126	9441.34178747292
10328.824	9196.59510668952
