96179.75		6768.13838524563
96285.17		4981.96859637627
96527.56		3680.76017146803
96008.59		3192.7189033179
94967.66		2701.5709001664
88756.56		2495.91852727436
83316.5599999		4043.54890149691
82809.6899999		5412.40723080801
82279.2399999		5447.04173226797
82033.7799999		3910.48226706042
82039.1499999		6307.71345951677
83513.19		11222.7766428564
83077.8999999		9387.37345675932
82647.12		3431.1073990256
82532.26		1240.13932795859
82717.3		3400.38217506433
84051.4		3036.51379718373
87774.0499999		3813.612663
100592.41		8698.75893648819
103179.68		14656.7170637682
103074.92		18000
105189.2199999		18000
105651.26		18000
103288.24		17375.0485317524
